Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples);P. falciparum Newbold mRNA Seq data - 0 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 8 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 16 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 24 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 32 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 40 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 48 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 0 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 8 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 16 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 24 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 32 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 40 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 48 hours - nonunique (Pf3D7 blood stage RNAseq)
PF3D7_0420100;PF3D7_0420100.1;serine/threonine protein kinase RIO2;48.8;85.1;125.28;127.51;70.12;82.27;35.95;38.34;42.09;110.74;118.69;66;83.75;42.64;38.4;35.04
PF3D7_0420200;PF3D7_0420200.1;holo-[acyl-carrier-protein] synthase, putative;11.8;37.6;10.42;5.61;0.94;13.53;16.75;23.87;13.38;15.77;9.17;1.83;13.83;14.23;21.83;24.06
PF3D7_0420300;PF3D7_0420300.1;AP2 domain transcription factor, putative;38.2;68.9;42.97;48.6;37.81;34.27;23.23;50.41;43.19;44.41;49.62;37.72;34.64;16.78;42.08;38.87
PF3D7_0420400;PF3D7_0420400.1;ribosome-recycling factor;18.8;51.7;6.83;4.41;2.08;36.5;33.59;27.86;25.23;12.75;7.47;5.71;50.15;36.14;33.94;39.96
PF3D7_0420500;PF3D7_0420500.1;conserved Plasmodium protein, unknown function;0;66.9;9.16;4.93;0;6.39;30.04;50.97;64.63;14.51;7.39;2.19;5.72;19.79;60.71;76.01
PF3D7_0420600;PF3D7_0420600.1;conserved Plasmodium protein, unknown function;29.4;76.6;32.22;11.57;4.06;36.38;52;94.49;100.01;34.9;11.66;3.11;29.91;65.32;115.42;106.63
PF3D7_0420700;PF3D7_0420700.1;erythrocyte membrane protein 1, PfEMP1;10.1;54.1;2.46;13.86;16.2;8.46;4.17;5.65;8.53;10.97;28.48;40.64;14.8;6.13;15.29;18.44
PF3D7_0420800;PF3D7_0420800.1;Plasmodium RNA of unknown function RUF6;0;0;0;0;0;0;0;0;0;2.29;0;0;3.89;0;13.42;0
PF3D7_0420900;PF3D7_0420900.1;erythrocyte membrane protein 1, PfEMP1;3.4;9.3;0.08;0.45;0.08;0.19;0.91;1.84;0.56;16.06;35.9;50.16;19.04;10.29;24.55;28.4
PF3D7_0421000;PF3D7_0421000.1;Plasmodium RNA of unknown function RUF6;0;0;0;0;0;0;0;0;0;2.29;0;0;3.89;0;13.42;0
PF3D7_0421100;PF3D7_0421100.1;erythrocyte membrane protein 1, PfEMP1;10.1;24.4;1.92;2.88;3.06;4.66;4.11;10.54;8.42;9.26;21.02;30.02;10.35;7.85;17.09;18.2
PF3D7_0421200;PF3D7_0421200.1;rifin;5.1;23.7;4.73;0.57;1.07;1.22;2.87;13.64;8.82;6.54;6.35;3.14;3.78;1.7;12.19;6.23
PF3D7_0421300;PF3D7_0421300.1;erythrocyte membrane protein 1, PfEMP1;13.3;48.5;2.91;8.23;11.67;8.88;8.17;19.11;17.86;5.92;10.81;14.58;8.82;8.17;15.83;16.62
PF3D7_0421400;PF3D7_0421400.1;Plasmodium RNA of unknown function RUF6;0;23.1;0;0;0;9.42;0;0;0;4.58;0;0;3.89;4.38;3.36;3
PF3D7_0421500;PF3D7_0421500.1;rifin, pseudogene;0;17;1.08;0.58;0;6.29;2.96;8.03;3.63;1.22;0.31;0.97;4.67;1.17;5.38;4.41
PF3D7_0421600;PF3D7_0421600.1;erythrocyte membrane protein 1 (PfEMP1)-like pseudogene;0;11.4;0.42;0;0.86;0.98;2.31;3.13;1.42;1.19;0.97;1.26;1.22;1.82;6.29;2.5
PF3D7_0421700;PF3D7_0421700.1;conserved Plasmodium protein, unknown function;5.4;13.2;1.41;2.53;0.57;3.5;0.51;4.89;2.85;2.24;2.33;0.45;1.63;1.02;3.82;3.35
PF3D7_0421800;PF3D7_0421800.1;conserved Plasmodium protein, unknown function;0;24.3;0;2.31;0;9.97;0;0;0;2.43;1.24;0;3.09;0;0;0
PF3D7_0421900;PF3D7_0421900.1;conserved Plasmodium protein, unknown function;0;21.8;2.53;0;2.58;0;0;9.39;0;7.16;10.21;3.02;7.29;2.74;14.68;1.88
PF3D7_0422000;PF3D7_0422000.1;steroid dehydrogenase, putative;31.1;75;10.76;18.29;21.89;76.32;99.02;48.3;58.96;33.63;35.86;51.03;100.56;111.32;50.65;57.04
PF3D7_0422100;PF3D7_0422100.1;transmembrane emp24 domain-containing protein, putative;37.4;89.3;14.64;24.41;15.38;188.81;134.23;164.67;212.61;35.8;67.72;50.75;208.58;233.69;149.84;154.64
PF3D7_0422200;PF3D7_0422200.1;erythrocyte membrane-associated antigen;15.2;63.9;8.9;30.49;27.94;17.2;19.4;8.73;10.2;7.38;24.16;22.37;13.24;8.41;7.41;8.24
PF3D7_0422300;PF3D7_0422300.1;alpha tubulin 2;88.5;93.5;190.36;175.43;245.96;299.7;315.94;211.41;211.84;187.27;169.69;251.67;175.41;210.49;158.72;151.82
PF3D7_0422400;PF3D7_0422400.1;40S ribosomal protein S19;92.1;99.3;1754.58;1848.4;2228.19;1722.13;1008.08;332.17;279.36;1601.75;1752.69;2054.9;2002.04;975.54;427.43;394.88
PF3D7_0422500;PF3D7_0422500.1;pre-mRNA-splicing helicase BRR2, putative;29.2;69.3;35.57;48.76;38.78;25.94;23.91;21.64;17.89;33.75;48.75;43.38;29.56;20.14;17.96;17.33
PF3D7_0422600;PF3D7_0422600.1;conserved Plasmodium protein, unknown function;17;53.5;16.81;15.32;15.79;21.04;7.07;9.59;30.4;29.99;28.29;17.75;31.65;26.54;9.64;12.45
PF3D7_0422700;PF3D7_0422700.1;eukaryotic initiation factor 4A-III, putative;47.1;83.5;63.87;60.75;74.49;147.38;76.45;36.32;32.89;71.21;76.25;100.19;142.8;73.04;35.92;38.34
PF3D7_0422800;PF3D7_0422800.1;serpentine receptor, putative;10.8;80.6;19.74;10.42;0.79;31.49;103.66;120.6;100.12;29.56;13.37;4.16;29.17;120.01;108.69;111.82
PF3D7_0422900;PF3D7_0422900.1;methyltransferase, putative;0;58.7;6.75;4.04;0;47.08;12.3;27.83;45.37;14;7.78;1.79;40.7;22.69;32.32;40.57
PF3D7_0423000;PF3D7_0423000.1;conserved Plasmodium protein, unknown function;45;72.6;20.25;22.57;9.95;60.07;87.81;67.36;70.39;26.87;40.22;15.01;45.6;39.24;45.13;47.09
PF3D7_0423100;PF3D7_0423100.1;AP-4 complex subunit sigma, putative;54.4;78.9;44.64;26.71;16.4;109.53;54.23;78.2;49.99;61.73;53.56;23.69;138.71;159.44;73.97;62.47
PF3D7_0423200;PF3D7_0423200.1;BSD-domain protein, putative;62;76.7;42.58;42.99;33.85;98.97;58.19;98.72;76;122.7;123.37;51.63;88.15;74.76;126.76;126.18
PF3D7_0423300;PF3D7_0423300.1;conserved Plasmodium protein, unknown function;23.9;88.2;31.34;23.87;3.5;9.77;10.44;188.54;196.44;29.4;25.75;3.42;7.34;12.8;177.29;176.67
PF3D7_0423400;PF3D7_0423400.1;apical asparagine-rich protein AARP;49;97.8;104.52;99.96;11.91;34.99;63.99;725.83;848.42;86.09;65.97;8.49;18.06;20.78;270.16;283.11
PF3D7_0423500;PF3D7_0423500.1;glideosome associated protein with multiple membrane spans 2;70.2;99;139.28;85.79;40.78;88.61;320.57;1615.27;1614;248;162.67;64.18;114.02;286.19;1509.34;1437.38
PF3D7_0423600;PF3D7_0423600.1;conserved Plasmodium protein, unknown function;39.2;71.8;40.46;63.05;43.59;53.33;32.12;34.8;25.44;38.23;52.85;38.19;47.96;31.38;30.52;32.07
PF3D7_0423700;PF3D7_0423700.1;early transcribed membrane protein 4;96.3;99.9;1157.55;811.08;495.57;1874.26;3963.9;5493.52;5270.5;2690.27;2006.06;985.76;2178.24;4055.48;5149.93;5097.35
PF3D7_0423800;PF3D7_0423800.1;cysteine-rich protective antigen;35.3;95.1;38.16;24.88;5.62;21.01;27.45;419.13;411.66;63.64;66.51;9.89;25.07;64.57;483;471.37
PF3D7_0423900;PF3D7_0423900.1;probable protein, unknown function;0;79.5;89.2;65.44;9.21;9.02;0;110.3;95.56;109.71;81.9;11.58;19.24;6.98;89.97;86.2
PF3D7_0424000;PF3D7_0424000.1;Plasmodium exported protein (PHISTc), unknown function;16.5;87.7;6.81;3.38;16.52;200.9;17.18;21.37;26.4;10.67;9.35;25.64;180.31;20.94;31.68;25.22
PF3D7_0424100;PF3D7_0424100.1;reticulocyte binding protein homologue 5;18.9;90.3;87.85;84.19;9.15;7.24;7.56;201.45;234.75;86.1;97.21;8.26;13.95;13.45;242.14;252.93
PF3D7_0424200;PF3D7_0424200.1;reticulocyte binding protein homologue 4;12.3;73.9;65.08;70.55;8.54;9.13;2.9;41.75;38.88;48.11;49.46;5.89;4.94;3.9;37.73;39.41
PF3D7_0424300;PF3D7_0424300.1;erythrocyte binding antigen-165, pseudogene;23.8;62.1;40.25;30.73;4.8;10.36;9.75;40.17;48.36;40.07;28.76;4.49;6.36;4.4;41.16;39.07
PF3D7_0424400;PF3D7_0424400.1;surface-associated interspersed protein 4.2 (SURFIN 4.2);11.8;20.2;3.37;3.79;1.09;7.83;4.18;7.95;6.94;7.28;6.53;1.69;4.93;1.57;3.74;4.31
PF3D7_0424500;PF3D7_0424500.1;serine/threonine protein kinase, FIKK family;27.5;92;248.99;171.43;107.49;51.69;12.8;28.22;28.51;346.12;253.09;150.57;75.71;13.59;42.66;46.61
PF3D7_0424600;PF3D7_0424600.1;Plasmodium exported protein (PHISTb), unknown function;83;98.3;1066.05;462.3;247.14;284.3;147.86;209.4;256.83;1695.24;782.25;393.52;452.53;275.73;272.8;295.36
PF3D7_0424700;PF3D7_0424700.1;serine/threonine protein kinase, FIKK family;21.2;97.5;176.47;394.73;746.71;193.32;31.77;12.16;22.53;167.88;371.93;719.67;148.84;20.29;13.95;15.68
PF3D7_0424800;PF3D7_0424800.1;Plasmodium exported protein (PHISTb), unknown function;0;86;135.99;36.77;7.66;9.42;0;2.15;3.89;162.38;52.32;15.55;11.39;1.25;4.31;4.72
PF3D7_0424900;PF3D7_0424900.1;Plasmodium exported protein (PHISTa), unknown function;13.9;93.7;313.21;324.21;126.06;11.94;3.51;16.67;17.25;261.81;298.67;121.47;27.73;3.47;11.7;14.74
PF3D7_0425000;PF3D7_0425000.1;Plasmodium exported protein, unknown function, pseudogene;0;8.2;0.96;1.04;0.49;1.12;0;1.78;0;0.82;1.11;0.29;0.69;0.52;2.79;1.07
PF3D7_0425100;PF3D7_0425100.1;Plasmodium exported protein (hyp6), unknown function;11.7;59.7;36.28;22.87;6.3;4.11;9.67;9.85;11.89;46.06;42.3;8.98;8.5;4.78;6.6;14.42
PF3D7_0425200;PF3D7_0425200.1;Plasmodium exported protein (hyp15), unknown function;0;57.2;26.83;28.9;4.02;3.67;0;2.93;0;36.61;34.54;6.6;4.92;0;7.19;9.94
PF3D7_0425250;PF3D7_0425250.1;Plasmodium exported protein (PHIST), unknown function, pseudogene;0;7.5;0;0;0;2.33;0;0;0;1.7;1.73;0.6;0.96;1.08;2.49;0.74
PF3D7_0425300;PF3D7_0425300.1;Plasmodium exported protein (PHISTa), unknown function, pseudogene;0;20.1;0;0;0;1.82;0;11.61;5.26;0;0.45;0.93;0.38;0;6.48;3.48
PF3D7_0425400;PF3D7_0425400.1;Plasmodium exported protein (PHISTa), unknown function;0;33.5;7.07;9.31;2.4;1.83;4.29;0;2.64;9.78;9.05;4.69;1.51;7.64;5.86;4.66
PF3D7_0425500;PF3D7_0425500.1;stevor;0;28.2;0.6;0;0;12.5;0;0;0;1.69;0.69;1.07;22.67;3.87;6.44;3.99
PF3D7_0425600;PF3D7_0425600.1;rifin, pseudogene;0;39.3;0;3.22;3.65;22.23;6.53;2.22;2.01;4.4;4.82;6.78;32.71;9.04;17.82;15.94
PF3D7_0425700;PF3D7_0425700.1;rifin;0;19.6;5.61;2.42;1.71;2.61;0;4.16;3.77;6.03;5.49;4.69;3.23;0.61;7.9;11.22
PF3D7_0425800;PF3D7_0425800.1;erythrocyte membrane protein 1, PfEMP1;27.8;66.5;18.41;31.98;33.04;20.86;13.18;29.68;28.09;18.54;28.47;33.04;10.61;5.43;12.83;11.29
PF3D7_0425900;PF3D7_0425900.1;rifin;23;58.3;9.53;10.87;20.55;26.07;9.2;37.45;39.57;12.69;14.86;26.12;21.54;25.45;29.74;27.01
PF3D7_0426000;PF3D7_0426000.1;erythrocyte membrane protein 1, PfEMP1;13.9;39.3;3.14;4.2;6.99;8.87;8.81;25.48;24.21;7.19;10.74;12.3;9.08;8.34;20.16;17.52
PF3D7_0500100;PF3D7_0500100.1;erythrocyte membrane protein 1, PfEMP1;19.6;44.7;11.97;10.05;9.49;8.06;6.77;15.31;13.31;15.79;20.78;19.52;11.3;10.26;22.3;23.55
PF3D7_0500200;PF3D7_0500200.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;0;42.5;0;0;0;0;0;28.18;0;17.19;8.75;0;40.11;24.62;100.68;101.29
PF3D7_0500300;PF3D7_0500300.1;rifin, pseudogene;0;22.4;0;0;1.09;1.24;8.77;3.97;1.8;1.21;1.85;1.6;1.28;2.89;3.54;1.98
PF3D7_0500400;PF3D7_0500400.1;rifin;0;10;0;1.05;0.49;3.39;0;3.61;1.63;1.1;1.96;0.87;2.33;0.53;2.82;2.16
PF3D7_0500500;PF3D7_0500500.1;rifin;0;13.2;0;1.9;0;0;3.21;2.18;0;0.67;1.35;0.35;0.85;1.91;2.44;1.74
PF3D7_0500600;PF3D7_0500600.1;stevor, pseudogene;0;17.2;0.59;0;0.6;1.38;0;6.59;9.94;1;1.36;0.35;0.57;0;6.86;7.89
PF3D7_0500700;PF3D7_0500700.1;rifin, pseudogene;0;13;0;0;0;0;0;7.38;0;0;0;0;0.95;0;1.65;7.37
PF3D7_0500800;PF3D7_0500800.1;mature parasite-infected erythrocyte surface antigen;42.9;86.8;18.55;14.91;22.11;187.5;120.13;58.9;58.47;39.6;17.63;41.03;226.5;166.21;75.45;79.24
PF3D7_0500900;PF3D7_0500900.1;serine/threonine protein kinase, FIKK family;15.7;59;6.67;4.9;1.54;14.1;8.29;48.38;39.74;9.78;7.51;2.53;7.57;18.35;59.55;51.23
PF3D7_0501000;PF3D7_0501000.1;Plasmodium exported protein, unknown function;89.9;99.3;259.8;446.05;966.6;2508.21;2557.88;238.35;222.92;301.87;576.77;1188.71;3175.94;1546.18;289.88;279.93
PF3D7_0501100;PF3D7_0501100.1;heat shock protein 40, type II;76.6;96.8;657.66;312.26;114.15;156.66;106.32;107.39;104.86;1006.17;530.88;233.58;172.2;85.04;129.66;122.65
PF3D7_0501100;PF3D7_0501100.2;heat shock protein 40, type II;76.6;96.8;657.66;312.26;114.15;156.66;106.32;107.39;104.86;1006.17;530.88;233.58;172.2;85.04;129.66;122.65
PF3D7_0501200;PF3D7_0501200.1;parasite-infected erythrocyte surface protein;90;98.5;279.44;314.4;1206.44;1713.52;730.88;251.3;226.11;219.61;254.1;1000.16;1574.37;914.93;219.69;227.83
PF3D7_0501300;PF3D7_0501300.1;skeleton-binding protein 1;89.9;99.9;5780.13;8528.93;8952.92;1167.1;247.63;270.08;298.97;5326.79;7622.97;8363.25;1029.96;195.2;239.48;254.91
PF3D7_0501400;PF3D7_0501400.1;interspersed repeat antigen;55.7;97.9;794.47;947.95;580.65;117.19;45.74;75.44;82.92;1010.57;1173.9;719.84;72.46;22.54;49.58;65.84
PF3D7_0501500;PF3D7_0501500.1;rhoptry-associated protein 3;37.7;98.8;55.91;39.17;6.48;66.57;228.61;1483.93;1356.21;128.84;95.81;11.94;58.49;211.2;1470.6;1455.56
PF3D7_0501600;PF3D7_0501600.1;rhoptry-associated protein 2;59.5;99.8;195.53;140.72;21.85;136.99;224.76;3550.48;3849.58;429.82;332.03;56.18;186.65;384.03;5059.55;5239.82
PF3D7_0501700;PF3D7_0501700.1;anaphase-promoting complex subunit 3, putative;9.4;34.4;2.75;1.98;0.7;3.2;3.76;21.29;10.8;7.92;5.29;1.37;2.09;1.74;21.68;24.15
PF3D7_0501800;PF3D7_0501800.1;chromatin assembly factor 1 subunit A;52;68.9;48.24;22.6;17.74;36.98;73.09;69.69;54.02;41.94;18.32;14.75;35.51;90.7;64.92;64.7
PF3D7_0501900;PF3D7_0501900.1;conserved protein, unknown function;22.1;65.2;12.88;14.9;7.28;26.62;65.21;28.32;12.83;24.57;28.31;11.4;42.84;166.53;46.65;31.46
PF3D7_0502000;PF3D7_0502000.1;vacuolar protein sorting-associated protein 11, putative;67.8;80.1;60.28;86.05;50.42;74.89;127.59;66.93;67.35;68.78;88.07;49.67;71.91;90.35;80.07;76.7
PF3D7_0502100;PF3D7_0502100.1;HCNGP-like protein;27.4;64.9;14.74;13.37;8.68;12.62;12.72;60.43;41.7;19.31;16.08;12.5;26.07;66.21;75.19;68.96
PF3D7_0502200;PF3D7_0502200.1;protein Mpv17, putative;74.9;84.3;83.75;111.87;97.35;101.16;98.75;134.02;117.25;66.19;83.93;74.75;94.21;88.72;115.3;115.58
PF3D7_0502300;PF3D7_0502300.1;conserved Plasmodium protein, unknown function;0;22;1.9;1.36;0.64;2.94;0;7.04;12.76;3.58;1.46;1.51;3.04;2.74;8.91;11.25
PF3D7_0502400;PF3D7_0502400.1;merozoite surface protein 8;21.8;85.7;129.55;143.47;92.75;29.05;8.33;14.7;16.39;254.88;227.68;137.21;45.37;6.59;20.96;14.45
PF3D7_0502500;PF3D7_0502500.1;conserved Plasmodium protein, unknown function;0;17.1;1.84;3.63;0.62;2.85;0;2.27;1.03;4.85;5.65;0.91;2.5;0.66;3.3;4.54
PF3D7_0502600;PF3D7_0502600.1;conserved Plasmodium protein, unknown function;12.1;37.5;8.81;7.72;6.46;13.33;16.79;6.84;8.26;8.23;6.96;5.14;9.54;9.07;9.33;7.44
PF3D7_0502700;PF3D7_0502700.1;conserved protein, unknown function;11.1;42.8;2.3;6.94;3.28;25.68;7.55;11.95;7.73;4.69;9.54;5.77;26.08;15.92;10.68;10.57
PF3D7_0502800;PF3D7_0502800.1;DnaJ protein, putative;35.1;75.8;35.66;29.87;10.75;95.18;64.98;34.3;22.19;96.4;137.69;85.17;277.12;84.2;62.38;64.59
PF3D7_0502900;PF3D7_0502900.1;Tim10/DDP family zinc finger protein, putative;51.5;92.7;26.35;35.48;55.87;331.83;336.14;179.23;236.12;26.09;51.86;73.42;277.3;230.17;121.9;154.57
PF3D7_0503000;PF3D7_0503000.1;50S ribosomal protein L28, apicoplast, putative;54.2;78.7;85.94;28.37;16.22;58;60.62;74.56;72.19;73.72;32.73;14.48;62.56;56.16;59.14;60.08
PF3D7_0503100;PF3D7_0503100.1;4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, putative;16.8;52.4;4.4;5.84;2.76;31.5;40.75;36.45;33.01;12.46;8;6.88;49.45;68.09;34.53;38.91
PF3D7_0503200;PF3D7_0503200.1;conserved Plasmodium protein, unknown function;43.5;58.9;34.97;16.03;12.49;26.37;44.74;33.12;36.87;28.31;11.78;8.99;20.36;31.55;20.96;26.6
PF3D7_0503300;PF3D7_0503300.1;serine/arginine-rich splicing factor 12;64.7;95.8;296.13;478.41;415.43;234.48;164.46;65.65;59.46;213.93;310.86;286.32;174.46;88.6;33.23;27.97
PF3D7_0503400;PF3D7_0503400.1;actin-depolymerizing factor 1;77.8;99.4;314.17;205.9;63.34;416.83;2519.43;1984.62;2086.26;402.44;285.06;78.74;361.43;1759.75;1866.2;1959.85
PF3D7_0503500;PF3D7_0503500.1;protein kinase, putative;24.6;50.4;10.71;7.15;13.08;16.93;10.54;25.43;17.99;11.39;8.88;14.71;16.97;9.72;24.13;22.85
PF3D7_0503600;PF3D7_0503600.1;myosin B;18.2;80.8;78.19;54.1;5.32;6.87;17.39;118.04;122.94;100.81;74.61;9.23;13.42;14.73;164.2;165.86
PF3D7_0503800;PF3D7_0503800.1;60S ribosomal protein L31;94.7;97.8;491.1;678.2;846.26;836.93;510.57;413.54;389.73;482.38;615.12;705.1;812.93;366.23;313.26;298
PF3D7_0503900;PF3D7_0503900.1;conserved Plasmodium protein, unknown function;11.6;47.9;5.77;2.07;5.32;21.73;34.57;18.36;12.93;7.78;5.23;7.39;24.95;37.43;20.27;19.96
PF3D7_0504000;PF3D7_0504000.1;cation transporting P-ATPase;39.5;66.7;16.07;13.78;28.67;52.92;69.09;33.05;37.61;16.67;14.03;28.05;59.33;77.66;38.48;38.98
PF3D7_0504100;PF3D7_0504100.1;AN1-type zinc finger protein, putative;26.4;86.3;8.62;9.29;7.52;28.63;53.86;169.05;132.42;12.54;8.51;6.62;15.37;37.26;74.49;71.17
PF3D7_0504200;PF3D7_0504200.1;ATP-dependent RNA helicase DDX27, putative;40.4;72.2;21.38;12.88;11.43;53.91;57.45;80.66;52.36;25.83;17.32;12.98;60.37;75.18;97.57;92.9
PF3D7_0504300;PF3D7_0504300.1;conserved Plasmodium protein, unknown function;10.4;34.1;9.72;1.75;0.82;11.3;17.71;21.04;16.33;10.54;7.47;2.9;12.06;20.13;28.19;28.81
PF3D7_0504400;PF3D7_0504400.1;ATP-dependent helicase, putative;32.8;85.7;29.66;9.09;7.36;87.43;175.3;99.28;106.12;49.52;21.25;13.82;111.36;232.9;127.04;124.33
PF3D7_0504500;PF3D7_0504500.1;MOLO1 domain-containing protein, putative;22.5;61.8;13.87;6.4;2.69;27.63;25.27;31.85;53.26;20.18;13.31;9.07;25.68;31.4;35.02;40.61
PF3D7_0504600;PF3D7_0504600.1;2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative;46;85.5;42.95;16.96;11.17;37.71;86.08;159.31;150.7;51.56;20.89;18.52;24.28;145.39;208.73;211.41
PF3D7_0504700;PF3D7_0504700.1;centrosomal protein CEP120, putative;14.2;21.5;3.26;3.51;2.45;8.47;5.09;8.63;8.34;3.51;3.84;2.69;4.62;2.93;11.37;11.44
PF3D7_0504800;PF3D7_0504800.1;conserved Plasmodium protein, unknown function;20.4;42;16.39;6.75;4.51;7.96;27.03;26.5;25.19;13.86;5.62;3.74;6.27;21.65;24.29;22.24
PF3D7_0504900;PF3D7_0504900.1;conserved protein, unknown function;35.5;91.2;18.97;10.21;12.87;36.74;132.47;257.97;226.56;39.34;16.99;11.95;35.92;112.71;149.27;180.33
PF3D7_0505000;PF3D7_0505000.1;MMS19-like protein, putative;13.2;59.7;11.58;26.12;22;25.49;13.73;10.68;7.61;14.55;41.02;38.43;32.23;15.22;13.24;11.16
PF3D7_0505100;PF3D7_0505100.1;trafficking protein particle complex subunit 8, putative;46.7;64.8;29.24;31.14;29.56;29.99;47.38;37.8;38.68;26.8;29.23;28.52;30.37;45.11;36.34;38.77
PF3D7_0505200;PF3D7_0505200.1;actin-like protein, putative;25.4;52.6;10.63;8.32;3.28;22.46;38.73;33.45;38.95;16.94;18.73;6.92;34.02;53.94;42.96;52.49
PF3D7_0505300;PF3D7_0505300.1;UDP-N-acetylglucosamine transporter, putative;0;36.1;5.96;3.21;0;4.15;16.28;16.57;23.02;9.6;6.35;0;5.29;12.23;20.23;25.82
PF3D7_0505400;PF3D7_0505400.1;conserved protein, unknown function;38.6;69.7;48.71;16.96;12.77;21.73;76.65;56.58;61.99;40.36;13.03;10.87;19.6;66.45;55.03;51.4
PF3D7_0505500;PF3D7_0505500.1;DNA mismatch repair protein MSH6, putative;53.9;85;62.6;24.41;27.46;49.55;166.69;80.08;84.77;53.81;20.9;23.76;48.65;161.09;85.96;90.17
PF3D7_0505600;PF3D7_0505600.1;conserved protein, unknown function;65.9;88.4;90.59;151.06;135.52;107.83;190.93;64.79;62.34;62.99;94.29;85.36;44.02;61.33;26.22;25.88
PF3D7_0505700;PF3D7_0505700.1;conserved Plasmodium membrane protein, unknown function;43.1;70.9;27;59.85;36.3;38.48;46.32;28.51;32.44;24.75;45.51;29.53;24.22;35.34;28.57;30.51
PF3D7_0505800;PF3D7_0505800.1;small ubiquitin-related modifier;72.5;96.6;63.17;134.12;82.65;784.51;621.53;294.58;345.63;94.96;147.59;163.77;553.67;378.3;309.51;314.22
PF3D7_0505900;PF3D7_0505900.1;mediator of RNA polymerase II transcription subunit 11, putative;40.7;86.7;73.2;98.93;103.71;80.07;188.3;26.62;48.22;60.09;89.27;97.68;88.89;122.51;55.89;45.73
PF3D7_0506000;PF3D7_0506000.1;conserved Plasmodium protein, unknown function;61.1;88.6;38.37;74.71;57.08;162.97;217.84;95.82;69.43;77.66;110.5;67.85;202.31;174.63;92.32;93.5
PF3D7_0506100;PF3D7_0506100.1;60S ribosomal subunit protein L24, putative;73.6;92.2;115.59;146.52;94.11;320.37;155.54;85.76;89.62;168.02;210.98;136.43;379.08;153.72;72.93;84.32
PF3D7_0506200;PF3D7_0506200.1;TATA-box-binding protein;14.5;73.3;66.13;68.23;31.67;27.13;9.11;8.25;9.34;58.16;61.77;27.54;21.88;18.61;10.13;9.88
PF3D7_0506300;PF3D7_0506300.1;conserved protein, unknown function;23;60.3;37.08;11.07;6.82;37.39;34.19;13.26;16.51;29.57;9.52;5.87;41.61;36.2;19.25;18.21
PF3D7_0506400;PF3D7_0506400.1;conserved Plasmodium protein, unknown function;16;63.8;18.7;6.71;1.59;25.35;25.55;23.12;57.58;18.51;13.46;4.65;8.98;11.78;29.69;38.09
PF3D7_0506500;PF3D7_0506500.1;conserved Plasmodium protein, unknown function;19.9;61.5;8.42;17.61;24.28;11.71;11.26;13.25;11.54;7.1;12.68;18.34;9.23;9.8;9.86;11.26
PF3D7_0506600;PF3D7_0506600.1;histone deacetylase, putative, pseudogene;0;10.7;0.76;1.65;0.78;3.56;0;2.84;0;1.3;1.76;0.46;2.94;0.83;5.07;2.83
PF3D7_0506700;PF3D7_0506700.1;GTPase-activating protein, putative;60.4;80.5;45.13;34.24;75.33;94.56;130.02;62.67;68.71;41.88;36.36;63.97;62.33;79.02;66.11;65.05
PF3D7_0506800;PF3D7_0506800.1;transcription factor 25, putative;60.5;83.3;82.12;123.07;88.76;140.78;54.64;68.35;65.85;86.16;124.17;92.67;125.43;97.63;82.49;81.32
PF3D7_0506900;PF3D7_0506900.1;rhomboid protease ROM4;46.3;95.7;57.32;28.16;10.5;34.57;66.87;465.33;456.1;90.64;43.65;14.46;33.16;81.37;415.69;402.13
PF3D7_0507000;PF3D7_0507000.1;conserved protein, unknown function;0;66.4;3.44;9.26;0;11.99;56.4;63.79;17.33;10.7;11.88;0;23.94;68.75;54.14;39.5
PF3D7_0507100;PF3D7_0507100.1;60S ribosomal protein L4;94.5;98.8;519.41;849.14;1135.07;2134.02;1417.25;384.06;444.46;595.97;976.65;1442.17;2222.87;1469.01;411.26;387.12
PF3D7_0507200;PF3D7_0507200.1;subtilisin-like protease 3;32.4;90.6;56.81;10.71;4.82;19.81;69.88;241.5;220.32;61.87;17.04;5.94;15;52.95;220.64;222.57
