Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples)
PF3D7_0607500;PF3D7_0607500.1;4-hydroxybenzoate polyprenyltransferase, putative;21;50.8
PF3D7_0607600;PF3D7_0607600.1;spindle assembly abnormal protein 6, putative;14.9;83.9
PF3D7_0607700;PF3D7_0607700.1;conserved Plasmodium protein, unknown function;14.9;80.1
PF3D7_0607800;PF3D7_0607800.1;GTP-binding protein, putative;18.2;50
PF3D7_0607900;PF3D7_0607900.1;conserved Plasmodium protein, unknown function;18.4;53.4
PF3D7_0608000;PF3D7_0608000.1;diphthine methyltransferase, putative;24.4;70.9
PF3D7_0608100;PF3D7_0608100.1;conserved Plasmodium protein, unknown function;39.2;76.5
PF3D7_0608200;PF3D7_0608200.1;conserved Plasmodium protein, unknown function;8.3;45.7
PF3D7_0608300;PF3D7_0608300.1;heptatricopeptide repeat-containing protein, putative;21.3;62.8
PF3D7_0608310;PF3D7_0608310.1;sorting assembly machinery 50 kDa subunit, putative;41.8;81.5
PF3D7_0608400;PF3D7_0608400.1;conserved Plasmodium protein, unknown function;37.1;77.1
PF3D7_0608500;PF3D7_0608500.1;proteasome subunit alpha type-2, putative;75.9;97.4
PF3D7_0608600;PF3D7_0608600.1;conserved Plasmodium protein, unknown function;47.4;78.9
PF3D7_0608700;PF3D7_0608700.1;T-complex protein 1 subunit zeta;60;93.7
PF3D7_0608800;PF3D7_0608800.1;ornithine aminotransferase;56.4;95.8
PF3D7_0608900;PF3D7_0608900.1;conserved Plasmodium protein, unknown function;19.4;69.3
PF3D7_0609000;PF3D7_0609000.1;nucleoporin NUP637, putative;66.3;80
PF3D7_0609100;PF3D7_0609100.1;zinc transporter ZIP1, putative;55.3;79.1
PF3D7_0609200;PF3D7_0609200.1;citrate synthase-like protein, putative;30.3;60
PF3D7_0609300;PF3D7_0609300.1;conserved Plasmodium protein, unknown function;20;41.5
PF3D7_0609400;PF3D7_0609400.1;mitochondrial cardiolipin synthase, putative;34.9;80.1
PF3D7_0609500;PF3D7_0609500.1;conserved Plasmodium protein, unknown function;9.4;24.6
PF3D7_0609600;PF3D7_0609600.1;conserved Plasmodium protein, unknown function;9.5;16.7
PF3D7_0609700;PF3D7_0609700.1;conserved Plasmodium protein, unknown function;35.4;93.6
PF3D7_0609800;PF3D7_0609800.1;palmitoyltransferase DHHC2, putative;23.1;86.2
PF3D7_0609900;PF3D7_0609900.1;conserved Plasmodium protein, unknown function;29.1;60.8
PF3D7_0610000;PF3D7_0610000.1;mitochondrial ribosomal protein L19 precursor, putative;16.6;55
PF3D7_0610100;PF3D7_0610100.1;pre-mRNA-splicing factor SLU7, putative;88.8;94.1
PF3D7_0610200;PF3D7_0610200.1;RNA-binding protein 25, putative;71.7;93
PF3D7_0610300;PF3D7_0610300.1;unspecified product;0;14.6
PF3D7_0610400;PF3D7_0610400.1;histone H3;62.6;100
PF3D7_0610500;PF3D7_0610500.1;peptidyl-tRNA hydrolase PTRHD1, putative;18.1;76.4
PF3D7_0610600;PF3D7_0610600.1;calcium-dependent protein kinase 2;32.2;64.5
PF3D7_0610700;PF3D7_0610700.1;conserved Plasmodium protein, unknown function;79.3;96.2
PF3D7_0610800;PF3D7_0610800.1;transketolase;71.8;93.6
PF3D7_0610900;PF3D7_0610900.1;transcription elongation factor SPT5, putative;74.3;90.3
PF3D7_0611000;PF3D7_0611000.1;SNARE associated Golgi protein, putative;12.8;67.8
PF3D7_0611100;PF3D7_0611100.1;succinate dehydrogenase subunit 3, putative;12;66.8
PF3D7_0611200;PF3D7_0611200.1;AP2 domain transcription factor, putative;26.1;79.9
PF3D7_0611300;PF3D7_0611300.1;ATP synthase-associated protein, putative;20.5;63.9
PF3D7_0611400;PF3D7_0611400.1;SWIB/MDM2 domain-containing protein;53.1;70.4
PF3D7_0611500;PF3D7_0611500.1;conserved protein, unknown function;14.5;20.7
PF3D7_0611600;PF3D7_0611600.1;basal complex transmembrane protein 1;26.9;95.9
PF3D7_0611700;PF3D7_0611700.1;60S ribosomal protein L39;93.2;97.7
PF3D7_0611800;PF3D7_0611800.1;conserved Plasmodium protein, unknown function;50.1;71.2
PF3D7_0611900;PF3D7_0611900.1;lsm12, putative;39.7;84.4
PF3D7_0612000;PF3D7_0612000.1;conserved Plasmodium protein, unknown function;11.9;60
PF3D7_0612100;PF3D7_0612100.1;eukaryotic translation initiation factor 3 subunit L, putative;74.2;92.6
PF3D7_0612200;PF3D7_0612200.1;leucine-rich repeat protein;24.4;91.7
PF3D7_0612300;PF3D7_0612300.1;transmembrane protein 234, putative;0;63.6
PF3D7_0612400;PF3D7_0612400.1;conserved Plasmodium protein, unknown function;16;47
PF3D7_0612500;PF3D7_0612500.1;conserved Plasmodium protein, unknown function;54.7;83.5
PF3D7_0612600;PF3D7_0612600.1;cytoplasmic tRNA 2-thiolation protein 1, putative;53.6;78.9
PF3D7_0612700;PF3D7_0612700.1;6-cysteine protein P12;12.4;89
PF3D7_0612800;PF3D7_0612800.1;6-cysteine protein;27.5;57
PF3D7_0612900;PF3D7_0612900.1;nucleolar GTP-binding protein 1, putative;57.5;91.5
PF3D7_0613000;PF3D7_0613000.1;conserved Plasmodium protein, unknown function;25.2;92.1
PF3D7_0613000;PF3D7_0613000.2;conserved Plasmodium protein, unknown function;25.2;92.1
PF3D7_0613000;PF3D7_0613000.3;conserved Plasmodium protein, unknown function;25.2;92.1
PF3D7_0613100;PF3D7_0613100.1;conserved Plasmodium protein, unknown function;52.9;71.3
PF3D7_0613200;PF3D7_0613200.1;conserved Plasmodium protein, unknown function;25.3;78.1
PF3D7_0613300;PF3D7_0613300.1;rhoptry protein ROP14;15.9;93.5
PF3D7_0613400;PF3D7_0613400.1;50S ribosomal protein L18, apicoplast, putative;44.4;95.6
PF3D7_0613500;PF3D7_0613500.1;AP-3 complex subunit beta, putative;30.6;53.9
PF3D7_0613600;PF3D7_0613600.1;conserved Plasmodium protein, unknown function;25.4;75.7
PF3D7_0613700;PF3D7_0613700.1;syntaxin-binding protein, putative;47.2;76.8
PF3D7_0613800;PF3D7_0613800.1;AP2 domain transcription factor, putative;28.5;96.7
PF3D7_0613900;PF3D7_0613900.1;myosin E, putative;26.9;98.9
PF3D7_0614000;PF3D7_0614000.1;thiamine-phosphate synthase, putative;51.2;87.9
PF3D7_0614100;PF3D7_0614100.1;conserved Plasmodium protein, unknown function;35.5;82.4
PF3D7_0614200;PF3D7_0614200.1;cytosolic Fe-S cluster assembly factor NAR1, putative;22.8;55.9
PF3D7_0614300;PF3D7_0614300.1;major facilitator superfamily-related transporter, putative;71.7;95
PF3D7_0614400;PF3D7_0614400.1;pre-mRNA-splicing factor CWF7, putative;75.6;92.3
PF3D7_0614500;PF3D7_0614500.1;60S ribosomal protein L19;86.3;98.5
PF3D7_0614600;PF3D7_0614600.1;conserved Plasmodium protein, unknown function;13.5;55.9
PF3D7_0614700;PF3D7_0614700.1;conserved Plasmodium protein, unknown function;19.3;80.7
PF3D7_0614800;PF3D7_0614800.1;endonuclease III-like protein 1, putative;44.1;87
PF3D7_0614900;PF3D7_0614900.1;conserved Plasmodium membrane protein, unknown function;32.2;88.6
PF3D7_0615000;PF3D7_0615000.1;conserved Plasmodium protein, unknown function;68.4;89.7
PF3D7_0615100;PF3D7_0615100.1;enoyl-acyl carrier reductase;11.9;21.7
PF3D7_0615200;PF3D7_0615200.1;conserved protein, unknown function;16.8;34.3
PF3D7_0615300;PF3D7_0615300.1;GPI-anchored wall transfer protein 1, putative;39.2;62.2
PF3D7_0615400;PF3D7_0615400.1;ribonuclease, putative;83.2;92.6
PF3D7_0615500;PF3D7_0615500.1;cdc2-related protein kinase 5;29;86
PF3D7_0615600;PF3D7_0615600.1;zinc finger protein, putative;46.8;76.9
PF3D7_0615700;PF3D7_0615700.1;RNA and export factor binding protein, putative;71.7;89
PF3D7_0615800;PF3D7_0615800.1;conserved oligomeric Golgi complex subunit 4, putative;21.8;49.4
PF3D7_0615900;PF3D7_0615900.1;protein phosphatase, putative;31.2;71.3
PF3D7_0616000;PF3D7_0616000.1;pyridoxal kinase;14.8;54
PF3D7_0616100;PF3D7_0616100.1;conserved Plasmodium protein, unknown function;50;73.2
PF3D7_0616200;PF3D7_0616200.1;kinetochore protein NDC80, putative;33.9;84.3
PF3D7_0616300;PF3D7_0616300.1;conserved Plasmodium protein, unknown function;41.2;65.2
PF3D7_0616400;PF3D7_0616400.1;conserved Plasmodium protein, unknown function;33.3;53.8
PF3D7_0616500;PF3D7_0616500.1;TRAP-like protein;9;23.9
PF3D7_0616600;PF3D7_0616600.1;conserved protein, unknown function;35.4;76.5
PF3D7_0616700;PF3D7_0616700.1;ras GTPAse, putative;25.6;59
PF3D7_0616800;PF3D7_0616800.1;malate:quinone oxidoreductase;20.1;58.4
PF3D7_0616900;PF3D7_0616900.1;conserved Plasmodium protein, unknown function;39;69.7
PF3D7_0617000;PF3D7_0617000.1;mitochondrial import receptor subunit TOM40, putative;36.8;87.2
PF3D7_0617100;PF3D7_0617100.1;AP-2 complex subunit alpha, putative;45.2;72.8
PF3D7_0617200;PF3D7_0617200.1;conserved protein, unknown function;96.1;99.4
PF3D7_0617300;PF3D7_0617300.1;conserved Plasmodium protein, unknown function;32.7;84
PF3D7_0617400;PF3D7_0617400.1;erythrocyte membrane protein 1, PfEMP1;9.8;20.8
PF3D7_0617500;PF3D7_0617500.1;rifin, pseudogene;0;7
PF3D7_0617600;PF3D7_0617600.1;stevor;0;12.5
PF3D7_0617700;PF3D7_0617700.1;rifin;0;8.5
PF3D7_0617800;PF3D7_0617800.1;histone H2A;94.3;100
PF3D7_0617900;PF3D7_0617900.1;histone H3 variant;93.2;98.3
PF3D7_0618000;PF3D7_0618000.1;conserved Plasmodium membrane protein, unknown function;8.8;95.4
PF3D7_0618100;PF3D7_0618100.1;conserved Plasmodium protein, unknown function;36.9;67.2
PF3D7_0618200;PF3D7_0618200.1;conserved protein, unknown function;60.6;94.4
PF3D7_0618300;PF3D7_0618300.1;60S ribosomal protein L27a, putative;88.1;98.3
PF3D7_0618400;PF3D7_0618400.1;LMBR1 domain-containing protein, putative;5.9;15.4
PF3D7_0618500;PF3D7_0618500.1;malate dehydrogenase;28.6;77.9
PF3D7_0618600;PF3D7_0618600.1;rhomboid protease ROM10;29.4;82.9
PF3D7_0618700;PF3D7_0618700.1;trafficking protein particle complex subunit 6A, putative;53.9;85.1
PF3D7_0618800;PF3D7_0618800.1;heptatricopeptide repeat-containing protein, putative;13.6;46.8
PF3D7_0618900;PF3D7_0618900.1;phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1;29.7;88
PF3D7_0618900;PF3D7_0618900.2;phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1;29.7;88
PF3D7_0619000;PF3D7_0619000.1;conserved protein, unknown function;68;87.3
PF3D7_0619000;PF3D7_0619000.2;conserved protein, unknown function;68;87.3
PF3D7_0619100;PF3D7_0619100.1;conserved Plasmodium protein, unknown function;38.7;58.5
PF3D7_0619200;PF3D7_0619200.1;conserved Plasmodium protein, unknown function;72.3;85.9
PF3D7_0619300;PF3D7_0619300.1;conserved Plasmodium protein, unknown function;23.9;44.4
PF3D7_0619400;PF3D7_0619400.1;cell division cycle protein 48 homologue, putative;74.8;95.9
PF3D7_0619500;PF3D7_0619500.1;acyl-CoA synthetase;22.3;62.8
PF3D7_0619600;PF3D7_0619600.1;conserved Plasmodium protein, unknown function;11.9;46.7
PF3D7_0619700;PF3D7_0619700.1;conserved protein, unknown function;28.6;83
PF3D7_0619800;PF3D7_0619800.1;conserved Plasmodium membrane protein, unknown function;48;68.4
PF3D7_0619900;PF3D7_0619900.1;splicing factor 3A subunit 2, putative;65.7;77.1
PF3D7_0620000;PF3D7_0620000.1;secreted ookinete protein 25, putative;9.9;32.8
PF3D7_0620100;PF3D7_0620100.1;ATP synthase-associated protein, putative;24.6;46.5
PF3D7_0620200;PF3D7_0620200.1;conserved Plasmodium protein, unknown function;9.2;21.6
PF3D7_0620300;PF3D7_0620300.1;conserved Plasmodium protein, unknown function;20.7;76.3
PF3D7_0620400;PF3D7_0620400.1;merozoite surface protein 10;7;81
PF3D7_0620500;PF3D7_0620500.1;cleavage stimulation factor subunit 1, putative;63.7;76.4
PF3D7_0620600;PF3D7_0620600.1;conserved Plasmodium protein, unknown function;23.4;56.1
PF3D7_0620700;PF3D7_0620700.1;DnaJ protein, putative;27.5;74.8
PF3D7_0620800;PF3D7_0620800.1;tRNA Alanine;0;17.1
PF3D7_0620900;PF3D7_0620900.1;tRNA Leucine;0;22.7
PF3D7_0621000;PF3D7_0621000.1;conserved Plasmodium protein, unknown function;34.3;71.9
PF3D7_0621100;PF3D7_0621100.1;conserved Plasmodium protein, unknown function;19.9;80.3
PF3D7_0621200;PF3D7_0621200.1;pyridoxine biosynthesis protein PDX1;54.3;96.8
PF3D7_0621300;PF3D7_0621300.1;mRNA-binding protein PUF3;39.7;89
PF3D7_0621350;PF3D7_0621350.1;protein SYS1, putative;0;46.2
PF3D7_0621400;PF3D7_0621400.1;Pf77 protein;14.4;48.9
PF3D7_0621500;PF3D7_0621500.1;ribonuclease P/MRP protein subunit RPP1, putative;38.4;56.7
PF3D7_0621600;PF3D7_0621600.1;tRNA Serine;0;17.2
PF3D7_0621700;PF3D7_0621700.1;conserved Plasmodium protein, unknown function;17.4;46.3
PF3D7_0621800;PF3D7_0621800.1;nascent polypeptide-associated complex subunit alpha, putative;79.7;97.1
PF3D7_0621900;PF3D7_0621900.1;signal recognition particle subunit SRP68, putative;72.3;82.7
PF3D7_0622000;PF3D7_0622000.1;conserved Plasmodium protein, unknown function;31.9;52.3
PF3D7_0622100;PF3D7_0622100.1;conserved Plasmodium protein, unknown function;14;51.9
PF3D7_0622200;PF3D7_0622200.1;radical SAM protein, putative;57.6;89.6
PF3D7_0622300;PF3D7_0622300.1;vacuolar transporter chaperone, putative;13;33.3
PF3D7_0622400;PF3D7_0622400.1;conserved protein, unknown function;13.9;59.8
PF3D7_0622500;PF3D7_0622500.1;RNA methyltransferase, putative;19.8;51.5
PF3D7_0622600;PF3D7_0622600.1;cytochrome b-c1 complex subunit 9, putative;20.8;77.9
PF3D7_0622700;PF3D7_0622700.1;conserved Plasmodium membrane protein, unknown function;14.8;49
PF3D7_0622800;PF3D7_0622800.1;leucine--tRNA ligase, putative;58.3;89.3
PF3D7_0622900;PF3D7_0622900.1;AP2 domain transcription factor AP2Tel;42.6;92.4
PF3D7_0623000;PF3D7_0623000.1;chorismate synthase;36.4;67.6
PF3D7_0623100;PF3D7_0623100.1;nuclear polyadenylated RNA-binding protein NAB2, putative;76;90.8
PF3D7_0623200;PF3D7_0623200.1;ferredoxin--NADP reductase;29.8;63.9
PF3D7_0623300;PF3D7_0623300.1;EGF-like membrane protein, putative;18.5;77.1
PF3D7_0623400;PF3D7_0623400.1;MEI2-like RNA-binding protein, putative;9.5;29.4
PF3D7_0623500;PF3D7_0623500.1;superoxide dismutase [Fe];50.1;62.6
PF3D7_0623600;PF3D7_0623600.1;transcription or splicing factor-like protein, putative;61;81.3
PF3D7_0623700;PF3D7_0623700.1;ATP-dependent RNA helicase SUV3, putative;22.2;39.9
PF3D7_0623800;PF3D7_0623800.1;tyrosine kinase-like protein, putative;32.3;94.3
PF3D7_0623900;PF3D7_0623900.1;ribonuclease H2 subunit A, putative;35.1;69.6
PF3D7_0624000;PF3D7_0624000.1;hexokinase;86.9;96
PF3D7_0624100;PF3D7_0624100.1;conserved protein, unknown function;19.2;42.9
PF3D7_0624200;PF3D7_0624200.1;conserved Plasmodium protein, unknown function;47.8;85.5
PF3D7_0624300;PF3D7_0624300.1;CPW-WPC family protein;27.2;52.6
PF3D7_0624400;PF3D7_0624400.1;conserved protein, unknown function;62.4;85.3
PF3D7_0624500;PF3D7_0624500.1;anaphase-promoting complex subunit 11, putative;53.7;94.8
PF3D7_0624600;PF3D7_0624600.1;SNF2 helicase, putative;90.5;94.8
PF3D7_0624700;PF3D7_0624700.1;N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase, putative;0;73.5
PF3D7_0624800;PF3D7_0624800.1;conserved Plasmodium protein, unknown function;5.9;19.6
PF3D7_0624900;PF3D7_0624900.1;GAS8-like protein, putative;22.5;34.6
PF3D7_0625000;PF3D7_0625000.1;sphingomyelin synthase 1, putative;15.8;81.5
PF3D7_0625000;PF3D7_0625000.2;sphingomyelin synthase 1, putative;15.8;81.5
PF3D7_0625100;PF3D7_0625100.1;sphingomyelin synthase 2, putative;12.5;30.5
PF3D7_0625200;PF3D7_0625200.1;conserved Plasmodium protein, unknown function;27.5;66.2
PF3D7_0625300;PF3D7_0625300.1;DNA polymerase 1, putative;29;80
PF3D7_0625400;PF3D7_0625400.1;conserved Plasmodium protein, unknown function;24.1;86.3
PF3D7_0625500;PF3D7_0625500.1;conserved Plasmodium membrane protein, unknown function;38.7;61.7
PF3D7_0625600;PF3D7_0625600.1;poly(A) polymerase PAP, putative;45.4;73.4
PF3D7_0625700;PF3D7_0625700.1;conserved protein, unknown function;49.4;84.4
PF3D7_0625800;PF3D7_0625800.1;conserved Plasmodium protein, unknown function;14.3;49.2
PF3D7_0625900;PF3D7_0625900.1;conserved Plasmodium protein, unknown function;7.8;26.2
PF3D7_0626000;PF3D7_0626000.1;conserved Plasmodium protein, unknown function;35.7;70.8
PF3D7_0626100;PF3D7_0626100.1;oxidoreductase, short-chain dehydrogenase family, putative;25.2;65.6
PF3D7_0626200;PF3D7_0626200.1;conserved Plasmodium protein, unknown function;29;63.1
PF3D7_0626300;PF3D7_0626300.1;3-oxoacyl-acyl-carrier protein synthase I/II;6;28.2
PF3D7_0626400;PF3D7_0626400.1;CRAL/TRIO domain-containing protein, putative;24.6;67.5
PF3D7_0626500;PF3D7_0626500.1;conserved Plasmodium protein, unknown function;13.5;23.3
PF3D7_0626600;PF3D7_0626600.1;conserved Plasmodium protein, unknown function;29.5;51.1
PF3D7_0626700;PF3D7_0626700.1;ATPase;56.3;83.7
PF3D7_0626800;PF3D7_0626800.1;pyruvate kinase;86.1;98.9
PF3D7_0626840;PF3D7_0626840.1;small nucleolar RNA snoR35;11.6;33.8
PF3D7_0626900;PF3D7_0626900.1;mitochondrial ribosomal protein L46 precursor, putative;37.3;73.7
PF3D7_0627000;PF3D7_0627000.1;conserved Plasmodium protein, unknown function;18.3;38
PF3D7_0627100;PF3D7_0627100.1;ankyrin-repeat protein, putative;62.9;86.6
PF3D7_0627200;PF3D7_0627200.1;myosin light chain, putative;19.1;51.2
PF3D7_0627300;PF3D7_0627300.1;E3 ubiquitin-protein ligase RNF5, putative;89;94.2
PF3D7_0627400;PF3D7_0627400.1;mitochondrial import inner membrane translocase subunit TIM22, putative;26.2;56.7
PF3D7_0627500;PF3D7_0627500.1;protein DJ-1;54.2;95.8
PF3D7_0627600;PF3D7_0627600.1;conserved Plasmodium protein, unknown function;25.8;57.1
PF3D7_0627700;PF3D7_0627700.1;transportin;85.9;91.9
PF3D7_0627800;PF3D7_0627800.1;acetyl-CoA synthetase, putative;67.3;76.6
PF3D7_0627900;PF3D7_0627900.1;ribonuclease P protein subunit p29, putative;51.1;69.7
PF3D7_0628000;PF3D7_0628000.1;6-pyruvoyltetrahydropterin synthase;25.4;48.3
PF3D7_0628100;PF3D7_0628100.1;HECT-domain (ubiquitin-transferase), putative;11.8;82.5
PF3D7_0628200;PF3D7_0628200.1;eukaryotic translation initiation factor 2-alpha kinase;82.7;89.2
PF3D7_0628300;PF3D7_0628300.1;choline/ethanolaminephosphotransferase, putative;62.4;99.5
PF3D7_0628400;PF3D7_0628400.1;protease, putative;17;58.4
PF3D7_0628500;PF3D7_0628500.1;conserved Plasmodium protein, unknown function;14.7;49.9
PF3D7_0628600;PF3D7_0628600.1;DNA methyltransferase 1-associated protein 1, putative;40;69.7
PF3D7_0628700;PF3D7_0628700.1;conserved Plasmodium protein, unknown function;32.7;59.3
PF3D7_0628800;PF3D7_0628800.1;glutamyl-tRNA(Gln) amidotransferase subunit B;12.3;48.6
PF3D7_0628900;PF3D7_0628900.1;RAP protein, putative;16.3;47.6
PF3D7_0629000;PF3D7_0629000.1;glucosamine 6-phosphate N-acetyltransferase;15.2;35.9
PF3D7_0629100;PF3D7_0629100.1;nicotinate phosphoribosyltransferase, putative;54.1;72.2
PF3D7_0629200;PF3D7_0629200.1;DnaJ protein, putative;67;92.1
PF3D7_0629300;PF3D7_0629300.1;phospholipase, putative;10.2;84.9
PF3D7_0629400;PF3D7_0629400.1;polyadenylate-binding protein 3, putative;33.5;85.6
PF3D7_0629500;PF3D7_0629500.1;amino acid transporter AAT1;55;89.4
PF3D7_0629600;PF3D7_0629600.1;RNA-binding protein, putative;27.4;72.5
PF3D7_0629700;PF3D7_0629700.1;SET domain protein, putative;76.7;85.1
PF3D7_0629800;PF3D7_0629800.1;cullin-like protein, putative;66.3;77.8
PF3D7_0629900;PF3D7_0629900.1;sec14-like cytosolic factor or phosphatidylinositol/phosphatidylcholine transfer protein, putative;52.5;78.7
PF3D7_0630000;PF3D7_0630000.1;CPW-WPC family protein;10.9;23.7
PF3D7_0630100;PF3D7_0630100.1;conserved Plasmodium protein, unknown function;14.9;62.2
PF3D7_0630200;PF3D7_0630200.1;secreted ookinete protein, putative;21.8;60
PF3D7_0630300;PF3D7_0630300.1;DNA polymerase epsilon catalytic subunit A, putative;13.9;56
PF3D7_0630400;PF3D7_0630400.1;conserved Plasmodium protein, unknown function;11.9;65.1
PF3D7_0630500;PF3D7_0630500.1;ribosome biogenesis protein YTM1, putative;29.8;79.4
PF3D7_0630600;PF3D7_0630600.1;conserved protein, unknown function;54.5;72.6
PF3D7_0630700;PF3D7_0630700.1;bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, putative;30.5;49.7
PF3D7_0630800;PF3D7_0630800.1;TPH domain-containing protein, putative;18.9;48.7
PF3D7_0630900;PF3D7_0630900.1;ATP-dependent RNA helicase HAS1;36.9;84.9
PF3D7_0631000;PF3D7_0631000.1;tetratricopeptide repeat protein, putative;27.7;55.4
PF3D7_0631100;PF3D7_0631100.1;Plasmodium exported protein (PHISTb), unknown function;11.6;67.3
PF3D7_0631200;PF3D7_0631200.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;0;6.2
PF3D7_0631300;PF3D7_0631300.1;exported protein family 1;0;0
PF3D7_0631400;PF3D7_0631400.1;Pfmc-2TM Maurer's cleft two transmembrane protein;0;10.2
PF3D7_0631500;PF3D7_0631500.1;exported protein family 3;0;42.4
PF3D7_0631600;PF3D7_0631600.1;exported protein family 4;0;10.7
PF3D7_0631700;PF3D7_0631700.1;rifin, pseudogene;0;7.6
PF3D7_0631800;PF3D7_0631800.1;rifin;0;5.5
PF3D7_0631900;PF3D7_0631900.1;stevor;0;8.4
PF3D7_0632000;PF3D7_0632000.1;rifin;0;7.6
PF3D7_0632100;PF3D7_0632100.1;rifin;0;1.8
PF3D7_0632200;PF3D7_0632200.1;rifin;0;6.1
PF3D7_0632300;PF3D7_0632300.1;rifin;0;6.7
PF3D7_0632400;PF3D7_0632400.1;rifin;0;7.6
PF3D7_0632500;PF3D7_0632500.1;erythrocyte membrane protein 1, PfEMP1;4.9;13.2
PF3D7_0632600;PF3D7_0632600.1;rifin, pseudogene;0;11.9
PF3D7_0632700;PF3D7_0632700.1;rifin;5.8;9.9
PF3D7_0632800;PF3D7_0632800.1;erythrocyte membrane protein 1, PfEMP1;9;12.7
PF3D7_0700100;PF3D7_0700100.1;erythrocyte membrane protein 1, PfEMP1;3.9;7.9
PF3D7_0700200;PF3D7_0700200.1;rifin;0;5.7
